"location","source","target"
"/install.php?profile=ding2&locale=en&id=2&op=do","The timestamp when the file was generated.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","The format used to export.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Node export",""
"/install.php?profile=ding2&locale=en&id=2&op=do","JSON",""
"/install.php?profile=ding2&locale=en&id=2&op=do","<a href=""!json"">JavaScript Object Notation</a> code.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Drupal var export",""
"/install.php?profile=ding2&locale=en&id=2&op=do","<a href=""!drupal"">Drupal var export</a> code.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Serialize",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Very robust, though not human readable, representation through <a href=""!wiki"">Serialization</a> using the PHP <a href=""!php"">serialize</a> function.",""
"","XML",""
"/install.php?profile=ding2&locale=en&id=2&op=do","<a href=""!xml"">XML 1.0</a> representation which is good for machine-readability and human-readability.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","DSV",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Configurable <a href=""!dsv"">Delimiter-separated values</a> code. Export and import sites must be configured the same.",""
"","Resize",""
"","Resizing will make images an exact set of dimensions. This may cause images to be stretched or shrunk disproportionately.",""
"","Scale",""
"","Scaling will maintain the aspect-ratio of the original image. If only a single dimension is specified, the other dimension will be calculated.",""
"","Scale and crop",""
"","Scale and crop will maintain the aspect-ratio of the original image, then crop the larger dimension. This is most useful for creating perfectly square thumbnails without stretching the image.",""
"","Crop",""
"","Cropping will remove portions of an image to make it the specified dimensions.",""
"","Desaturate",""
"","Desaturate converts an image to grayscale.",""
"","Rotate",""
"","Rotating an image may cause the dimensions of an image to increase to fit the diagonal.",""
"/index.php","Manual Crop: Crop and scale",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Crop and scale a user-selected area, respecting the ratio of the destination width and height.",""
"/index.php","Manual Crop: Custom crop",""
"/index.php","Crop a freely user-selected area.",""
"/index.php","Manual Crop: Reuse cropped style",""
"/index.php","Manual Crop: Automatically reuse cropped style",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Imported node !nid: !node",""
"/install.php?profile=ding2&locale=en&id=2&op=do","OG Menu for",""
"/index.php","Fantasy",""
"/index.php","Faglitteratur - uhmm!",""
"/index.php","Hovedbiblioteket",""
"/index.php","Lokalbiblioteket",""
"/index.php","!count of !total nodes were imported.  Some values may have been reset depending on Node export's configuration.",""
"","Entity object.",""
"","Enter the ID of an entity for this context.",""
"","Creates @entity context from an entity ID.",""
"","A single user object.",""
"","Unknown context",""
"","User: permission",""
"","Control access by permission string.",""
"","The automatically generated alias %original_alias conflicted with an existing alias. Alias changed to %alias.",""
"/index.php","Nyheder",""
"bpi.module:458","Save and push",""
"/node/add/ding-news?render=overlay","Save content from BPI",""
"/index.php","Local content",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Forsiden",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Test I",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Test II",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Test III",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Test IIII",""
"/install.php?profile=ding2&locale=en&id=2&op=do","DIBS: Terms of sale",""
"/install.php?profile=ding2&locale=en&id=2&op=do","DIBS: Cards supported",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Honeypot rejection",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Honeypot",""
"/install.php?profile=ding2&locale=en&id=2&op=do","Form ID of the form the user was disallowed from submitting.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","String indicating the reason the submission was blocked.",""
"","Translation files",""
"/index.php","Translation files.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","A link to infomedia articles",""
"/install.php?profile=ding2&locale=en&id=2&op=do","This field links to infomedia articles",""
"/install.php?profile=ding2&locale=en&id=2&op=do","infomedia article",""
"/install.php?profile=ding2&locale=en&id=2&op=do","infomedia content type - works with a infomedia context.",""
"/install.php?profile=ding2&locale=en&id=2&op=do","infomedia",""
"/index.php","Slet",""
"/index.php","Tilpasset tekst",""
"/index.php","forfatter",""
"/index.php","Dato",""
"/index.php","Seneste tilgang",""
"/index.php","Redigér-link",""
"/index.php","Annullér-link",""
"/index.php","Profil",""
"/index.php","kø",""
"/index.php","Opdateringsdato",""
"/index.php","Hent indholdet fra en indholdsversion.",""
"/index.php","150",""
"/index.php","3",""
"/index.php","!name was set to !value.",""
"/index.php","Do you really want to continue?",""
"/index.php","!extension was enabled successfully.",""
"/index.php","!name was deleted.",""
"/index.php","!extension is already enabled.",""
"/index.php","Ord i ordforråd",""
"/index.php","Begivenhed",""
"/index.php","Se alle arrangementer",""
"/index.php","Ingen arrangementer",""
"/index.php","Arrangementer",""
"/index.php","Ingen arrangementer til temaet",""
"/index.php","Andre spændende arrangementer",""
"/index.php","Bibliotek",""
"/index.php","Temaer",""
"/index.php","Nyt fra biblioteket",""
"/index.php","Se alle nyheder",""
"/index.php","Ingen nyheder",""
"/index.php","Seneste indlæg",""
"/index.php","Ingen nyheder til temaet",""
"/index.php","Indhold entity refereret fra field_ding_tabroll_link",""
"/index.php","Bruger uid",""
"/index.php","Der er ingen medarbejdere tilknyttet biblioteket",""
"/index.php","Placering",""
"/index.php","Ingen brugere tilgængelige.",""
"/index.php","- Vælg en handling -",""
"/index.php","Vimeo Video",""
"/index.php","YouTube Video",""
"/index.php","!extension was disabled successfully.",""
"/index.php","!extension is already disabled.",""
"/","Hovedmenu",""
"/","<p>Dette site bruger cookies til at gemme oplysninger på din computer.</p>",""
"/","<p>Vi vil gerne tilbyde vores brugere en overskuelig og brugervenlig hjemmeside. For at sikre os, at indholdet på siden er relevant og til at finde rundt i, benytter vi os af cookies. Cookies giver os vigtige informationer om, hvordan vores side bliver brugt, hvilke sider der bliver set mest, hvor længe vores brugere bliver på siderne osv.</p>",""
"/?autologout_timeout=1","Af sikkerhedsmæssige årsager er du blevet logget ud, da du har været inaktiv de seneste 15 minutter",""
"/search/ting/vor jordklode, /search/ting/søgninger der fejler skal linke til bibliotek.dk","Result",""
"profiles/ding2/modules/ting_search/js/ting_search_extendform.js"," AND ",""
"/search/ting/planeter","(@year)",""
"/search/ting/planeter","Online",""
"/search/ting/gåden omkring saturn","Brugerprofil",""
"/search/ting/gåden omkring saturn","Redigér brugerprofil",""
"/admin/config?render=overlay","Alma",""
"/admin/config?render=overlay","DDB Version",""
"/admin/config?render=overlay","Varnish",""
"/admin/config?render=overlay","Dynamic background",""
"/admin/config?render=overlay","Ding provider",""
"/admin/config/ting/settings?render=overlay","Library code",""
"/admin/config/ting/settings?render=overlay, /admin/config/ding/provider/alma?render=overlay","Enable logging",""
"/admin/config/ting/settings?render=overlay","Cache lifetime",""
"/sites/vanilla-alma.ddbcms.dk/files/styles/ding_list_medium/public/ting/covers/object/6f078b2e69b0c8156fc47fccc68611fe.jpg?itok=LuoW9caU","!datetime",""
"/ting/object/870970-basis:50612910","Om materialet",""
"/ting/object/870970-basis:29643415/reserve","1 måned",""
"/user","Lånerstatus",""
"/user/6/status/debts","Kr",""
"/user/6/status/debts","Total",""
"/user/6/status/debts","Mellemværende",""
"/user/6/status/debts","Betalingsbetingelser",""
"/user/6/status/debts","Vi modtager følgende kort",""
"/bibliotek/hovedbiblioteket","Kontakt",""
"/bibliotek/hovedbiblioteket","Åbningstider",""
"/node/26/edit?render=overlay /node/add/ding-event","Enter a query to search for objects or collections to reference",""
"/node/26/edit?render=overlay /node/add/ding-event","Attachments",""
"/media/browser?render=media-popup&types[]=audio&types[]=image&types[]=video&types[]=document&enabledPlugins[]=ding_content&enabledPlugins[]=upload&enabledPlugins[]=media_default--media_browser_1&enabledPlugins[]=media_default--media_browser_my_files&enabledPlugins[]=media_internet&file_directory=&id=media_wysiwyg&plugins=undefined","YouTube",""
"/media/browser?render=media-popup&types[]=audio&types[]=image&types[]=video&types[]=document&enabledPlugins[]=ding_content&enabledPlugins[]=upload&enabledPlugins[]=media_default--media_browser_1&enabledPlugins[]=media_default--media_browser_my_files&enabledPlugins[]=media_internet&file_directory=&id=media_wysiwyg&plugins=undefined","Billede",""
"/media/browser?render=media-popup&types[]=audio&types[]=image&types[]=video&types[]=document&enabledPlugins[]=ding_content&enabledPlugins[]=upload&enabledPlugins[]=media_default--media_browser_1&enabledPlugins[]=media_default--media_browser_my_files&enabledPlugins[]=media_internet&file_directory=&id=media_wysiwyg&plugins=undefined","Lyd",""
"/media/browser?render=media-popup&types[]=audio&types[]=image&types[]=video&types[]=document&enabledPlugins[]=ding_content&enabledPlugins[]=upload&enabledPlugins[]=media_default--media_browser_1&enabledPlugins[]=media_default--media_browser_my_files&enabledPlugins[]=media_internet&file_directory=&id=media_wysiwyg&plugins=undefined","Dokument",""
"/media/browser?render=media-popup&types[]=audio&types[]=image&types[]=video&types[]=document&enabledPlugins[]=ding_content&enabledPlugins[]=upload&enabledPlugins[]=media_default--media_browser_1&enabledPlugins[]=media_default--media_browser_my_files&enabledPlugins[]=media_internet&file_directory=&id=media_wysiwyg&plugins=undefined","Bruge som uploadede",""
"/media/browser?render=media-popup&types[]=audio&types[]=image&types[]=video&types[]=document&enabledPlugins[]=ding_content&enabledPlugins[]=upload&enabledPlugins[]=media_default--media_browser_1&enabledPlugins[]=media_default--media_browser_my_files&enabledPlugins[]=media_internet&file_directory=&id=media_wysiwyg&plugins=undefined","Vimeo",""
"/node/add/ding-event?render=overlay /node/add/ding-event","Tagging",""
"/node/20/workflow?destination=admin/content?status=All&type=All&sid=All&language=All&page=1&order=sid&sort=asc&render=overlay","(creation)",""
"/search/ting/druknede","Pre-sending to BPI",""
"/search/ting/druknede","Sent to BPI",""
"/search/ting/druknede","Sent, updated locally",""
"/search/ting/druknede","Deleted from BPI",""
"/search/ting/druknede","Created from BPI",""
"/admin/content?render=overlay","No state",""
"/node/38/workflow","Save local content",""
"/node/38/workflow","Send to BPI",""
"/node/38/workflow","BPI content with id %id was successfully deleted from the BPI well.",""
"/node/20/workflow?destination=admin/content?status=All&type=All&sid=All&language=All&page=1&order=sid&sort=asc&render=overlay","BPI vocabularies",""
